SAMPLE_ALIAS	SET	BAM_START_DATE	BAM_END_DATE	PRO_REF_BASES_GT	PRO_ALT_BASES_GT	CON_REF_BASES_GT	CON_ALT_BASES_GT	ERROR_RATE_GT	ARTQSCORE_GT	PICARD_GIV_GT	GIV_GT_DEFAULT	GIV_GT_QUALITYSCORE20	PRO_REF_BASES_CT	PRO_ALT_BASES_CT	CON_REF_BASES_CT	CON_ALT_BASES_CT	ERROR_RATE_CT	ARTQSCORE_CT	PICARD_GIV_CT	GIV_CT_DEFAULT	GIV_CT_QUALITYSCORE20	PRO_REF_BASES_TA	PRO_ALT_BASES_TA	CON_REF_BASES_TA	CON_ALT_BASES_TA	ERROR_RATE_TA	ARTQSCORE_TA	PICARD_GIV_TA	GIV_TA_DEFAULT	GIV_TA_QUALITYSCORE20	PRO_REF_BASES_GC	PRO_ALT_BASES_GC	CON_REF_BASES_GC	CON_ALT_BASES_GC	ERROR_RATE_GC	ARTQSCORE_GC	PICARD_GIV_GC	GIV_GC_DEFAULT	GIV_GC_QUALITYSCORE20	PRO_REF_BASES_AC	PRO_ALT_BASES_AC	CON_REF_BASES_AC	CON_ALT_BASES_AC	ERROR_RATE_AC	ARTQSCORE_AC	PICARD_GIV_AC	GIV_AC_DEFAULT	GIV_AC_QUALITYSCORE20	PRO_REF_BASES_TC	PRO_ALT_BASES_TC	CON_REF_BASES_TC	CON_ALT_BASES_TC	ERROR_RATE_TC	ARTQSCORE_TC	PICARD_GIV_TC	GIV_TC_DEFAULT	GIV_TC_QUALITYSCORE20
TCGA-ER-A19S-06A-11D-A196-08	SKCM	13Jan2012	26Jan2012	851853821	2127023	852389823	171619	1.145828e-03	29.408806	12.373267	6.192891	11.787140	852389823	287230	851853821	170442	6.850936e-05	41.642501	1.683917	1.216389	1.291343	895217199	107689	892019754	58325	2.761772e-05	45.588121	1.839665	1.251978	1.324360	851853821	75000	852389823	56829	1.066138e-05	49.721864	1.320551	1.142065	1.146194	892019754	47292	895217199	51578	-2.397982e-06	56.201540	0.920193	0.893922	0.992199	895217199	108612	892019754	112544	-2.199772e-06	56.576224	0.961620	1.035983	0.994914
TCGA-ER-A1A1-06A-11D-A197-08	SKCM	26Jan2012	26Jan2012	912673042	9304849	952543336	436999	4.729625e-03	23.251733	22.008595	3.206995	28.525221	952543336	704284	912673042	346518	1.917014e-04	37.173748	1.946688		1.714469	1107528987	228912	1092018054	105905	5.591528e-05	42.524695	2.130979		1.367333	912673042	321176	952543336	122310	1.065928e-04	39.722719	2.740019	1.915132	2.147515	1092018054	78484	1107528987	66698	5.358022e-06	52.709955	1.193407	0.103237	1.141108	1107528987	158807	1092018054	138383	9.284294e-06	50.322511	1.131500	9.715497	1.052744
TCGA-ER-A2NC-06A-11D-A197-08	SKCM	26Jan2012	01Feb2012	1063691951	3248781	1066050843	214218	1.422536e-03	28.469366	15.156166	6.071537	12.905081	1066050843	388604	1063691951	219142	7.954653e-05	40.993787	1.769093	1.118780	1.298242	1157965735	126547	1149825402	72549	2.339611e-05	46.308563	1.731955	1.403503	1.339690	1063691951	111533	1066050843	67235	2.079795e-05	46.819795	1.662463	1.360463	1.256543	1149825402	59291	1157965735	52121	3.106717e-06	55.076983	1.145611	0.861952	1.030188	1157965735	136716	1149825402	126547	4.405875e-06	53.559678	1.072754	1.361045	1.014137
TCGA-ER-A2ND-06A-11D-A196-08	SKCM	26Jan2012	22Mar2012	1301241961	3417313	1299268868	224726	1.225960e-03	29.115237	15.146367	4.129553	12.023507	1299268868	456804	1301241961	234843	8.533015e-05	40.688975	1.947767	1.078064	1.322551	1413261342	140389	1388107087	82257	2.074964e-05	46.829895	1.676267	1.195185	1.335044	1301241961	89140	1299268868	76810	4.741074e-06	53.241233	1.158755	1.056925	1.050756	1388107087	61391	1413261342	59655	6.196704e-07	62.078393	1.047747	0.937306	0.959993	1413261342	155986	1388107087	158067	-7.427680e-07	61.291468	0.969274	0.981882	0.973015
TCGA-ER-A2NE-06A-21D-A196-08	SKCM	26Jan2012	01Feb2012	1030129538	3558228	1032261020	249629	1.601298e-03	27.955279	14.237833	7.034525	13.673021	1032261020	388823	1030129538	229258	7.734577e-05	41.115634	1.692243	1.301509	1.328530	1103354601	145695	1096049098	64452	3.693512e-05	44.325605	2.245388	1.227779	1.365167	1030129538	112785	1032261020	68773	2.133841e-05	46.708380	1.643283	1.358009	1.267634	1096049098	57024	1103354601	49668	3.344381e-06	54.756843	1.155748	0.941473	1.034074	1103354601	128532	1096049098	118782	4.432521e-06	53.533492	1.074910	1.217964	1.007493
TCGA-ER-A2NG-06A-11D-A196-08	SKCM	13Jan2012	23Jan2012	1057986118	2402315	1057843064	246712	1.017524e-03	29.924552	9.716217	4.965919	9.574467	1057843064	392932	1057986118	256065	6.466733e-05	41.893150	1.534510	1.214285	1.291367	1116192775	169130	1108030848	74192	4.267899e-05	43.697859	2.262765	1.494658	1.415250	1057986118	99089	1057843064	69642	1.391637e-05	48.564742	1.422602	1.172907	1.189739	1108030848	59333	1116192775	53278	2.722160e-06	55.650863	1.121846	0.852277	1.087760	1116192775	123748	1108030848	123245	2.261212e-07	66.456587	0.996740	1.188035	0.998238
TCGA-ER-A2NH-06A-11D-A196-08	SKCM	13Jan2012	26Jan2012	670031147	5528733	689479169	243037	3.871505e-03	24.121202	23.225420		24.902017	689479169	488272	670031147	209273	2.051150e-04	36.880026	2.266473		1.723798	782544218	126054	774226317	69187	3.652425e-05	44.374187	1.802437		1.457347	670031147	159127	689479169	74420	6.229629e-05	42.055378	2.200007	2.008529	1.755445	774226317	42363	782544218	43659	-8.324466e-07	60.796436	0.980741	0.121092	1.041337	782544218	106013	774226317	100172	3.751501e-06	54.257949	1.047054	9.989903	1.035140
TCGA-ER-A3ES-06A-11D-A20D-08	SKCM	06Aug2012	06Aug2012	1352795467	507292	1354324803	212904	1.087169e-04	39.637030	2.384901	2.620159	2.448418	1354324803	254669	1352795467	251575	1.142698e-06	59.420684	1.011153	1.050831	1.032482	1391669601	140778	1384191204	90848	1.798571e-05	47.450724	1.541218	1.081170	1.179736	1352795467	70923	1354324803	54969	5.893073e-06	52.296582	1.291680	1.110839	1.113366	1384191204	39361	1391669601	35479	1.398447e-06	58.543539	1.115407	1.007821	1.014399	1391669601	113413	1384191204	120399	-2.516485e-06	55.992057	0.936920	0.976784	0.993222
TCGA-ER-A3ET-06A-11D-A20D-08	SKCM	06Aug2012	06Aug2012	1167170043	540432	1165967480	198820	1.463711e-04	38.345448	2.714603	3.139500	2.984519	1165967480	254989	1167170043	250013	2.132289e-06	56.711540	1.020950	1.037506	1.033528	1187637115	145616	1189132443	107965	1.583956e-05	48.002569	1.350389	1.123013	1.156977	1167170043	62394	1165967480	48734	5.854498e-06	52.325103	1.278963	1.113737	1.109125	1189132443	35464	1187637115	31041	1.860877e-06	57.302823	1.141048	1.004542	1.019428	1187637115	96409	1189132443	104926	-3.583132e-06	54.457372	0.919992	0.980798	0.983933
TCGA-ER-A3EV-06A-11D-A20D-08	SKCM	06Aug2012	06Aug2012	1305338742	485133	1307236205	260764	8.585590e-05	40.662299	1.862813	2.327848	2.188947	1307236205	312889	1305338742	309931	1.131946e-06	59.461741	1.008077	1.073360	1.037099	1295608371	181046	1286454549	136083	1.741146e-05	47.591649	1.320964	1.075791	1.145422	1305338742	71028	1307236205	57875	5.034248e-06	52.980654	1.229037	1.077844	1.091253	1286454549	40591	1295608371	35888	1.821358e-06	57.396047	1.139090	1.006321	1.013311	1295608371	109868	1286454549	115123	-2.035017e-06	56.914319	0.947615	0.959228	0.988228
TCGA-ER-A3PL-06A-11D-A23B-08	SKCM	16Nov2012	18Nov2012	989705195	141094	986841045	124584	8.351831e-06	50.782183	1.129225	1.256891	1.264246	986841045	151190	989705195	174242	-1.166085e-05	49.332699	0.870239	1.011217	1.008389	1120103066	119724	1111902774	76890	1.918912e-05	47.169449	1.545624	1.056324	1.066298	989705195	42089	986841045	42210	-6.121528e-08	72.131401	0.994248	0.983809	0.987848	1111902774	36804	1120103066	32426	1.961404e-06	57.074330	1.143381	0.987908	1.011074	1120103066	108482	1111902774	110975	-1.116823e-06	59.520157	0.970382	0.960181	0.981352
TCGA-ER-A42K-06A-11D-A24R-08	SKCM	27Mar2013	04Apr2013	1299205505	176704	1293850270	154633	8.510492e-06	50.700453	1.138002	1.287833	1.271892	1293850270	265799	1299205505	249574	6.255853e-06	52.037135	1.069405	1.045797	1.048125	1435457311	129340	1428752560	132128	-9.733035e-07	60.117517	0.974329	0.836535	0.862029	1299205505	68701	1293850270	55489	5.094903e-06	52.928641	1.232986	1.080626	1.066833	1428752560	58281	1435457311	47840	3.645198e-06	54.382788	1.223956	0.970112	0.996866	1435457311	222892	1428752560	193988	1.008997e-05	49.961101	1.143610	1.030534	1.020144
TCGA-ER-A42L-06A-11D-A24R-08	SKCM	27Mar2013	04Apr2013	1304712904	169301	1297686326	159463	3.779880e-06	54.225220	1.055970	1.215716	1.206427	1297686326	266629	1304712904	260479	2.362725e-06	56.265868	1.029147	1.035016	1.037959	1414494101	127694	1407627351	121842	2.073434e-06	56.833098	1.042938	0.886152	0.905650	1304712904	67135	1297686326	56460	4.101789e-06	53.870267	1.182659	1.041507	1.042056	1407627351	60342	1414494101	48470	4.206602e-06	53.760686	1.250997	0.988612	1.033209	1414494101	218785	1407627351	192862	9.184303e-06	50.369538	1.128885	1.019793	1.017318
TCGA-FR-A3YN-06A-11D-A23B-08	SKCM	16Nov2012	17Nov2012	1180318768	170538	1178101683	128580	1.778846e-05	47.498615	1.323780	1.258684	1.254913	1178101683	159000	1180318768	165394	-2.710764e-06	55.669083	0.963155	1.008129	1.002818	1369562044	96513	1361845564	66117	1.112767e-05	49.535959	1.451474	1.107141	1.165718	1180318768	41995	1178101683	44398	-1.018865e-06	59.918834	0.944101	0.990763	0.984118	1361845564	53884	1369562044	38391	5.671975e-06	52.462657	1.411495	1.005207	1.029590	1369562044	109113	1361845564	114494	-1.969885e-06	57.055591	0.947637	0.974967	0.971245
TCGA-FR-A3YO-06A-11D-A23B-08	SKCM	16Nov2012	17Nov2012	1126080763	161986	1123504682	141168	9.252903e-06	50.337220	1.144824	1.239186	1.247826	1123504682	166919	1126080763	185334	-8.184671e-06	50.869988	0.902718	1.004963	1.001011	1274923652	116365	1264996625	76219	1.580481e-05	48.012107	1.514784	1.080124	1.104467	1126080763	45677	1123504682	45557	5.334100e-08	72.729389	1.000340	1.011055	1.012188	1264996625	54875	1274923652	38727	6.357446e-06	51.967173	1.428071	0.997204	1.033189	1274923652	116967	1264996625	116470	1.956575e-07	67.085036	0.996448	0.978244	0.984951
TCGA-FR-A44A-06A-11D-A24R-08	SKCM	27Mar2013	04Apr2013	1300828312	180984	1294159512	161175	7.632555e-06	51.173300	1.117131	1.271091	1.252360	1294159512	255944	1300828312	248944	2.696983e-06	55.691218	1.033410	1.039575	1.040311	1425469608	130004	1417389777	125867	1.455094e-06	58.371089	1.027011	0.885751	0.903162	1300828312	68500	1294159512	56325	4.691511e-06	53.286872	1.209910	1.057532	1.058209	1417389777	58329	1425469608	47201	3.914223e-06	54.073544	1.242792	0.993457	1.021109	1425469608	217089	1417389777	190097	9.493306e-06	50.225825	1.135497	1.018559	1.018350
TCGA-FR-A69P-06A-21D-A30X-08	SKCM	23Aug2013	24Aug2013	775051691	218997	772619785	196101	1.478987e-05	48.300356	1.113220	1.778816	1.541338	772619785	191984	775051691	258372	-4.288293e-05	43.677155	0.745455	1.014539	1.054811	790133904	218121	778158207	86451	8.394127e-05	40.760245	2.484409	1.193845	1.186446	775051691	61579	772619785	67263	-3.672308e-06	54.350609	0.912630	1.052505	0.963482	778158207	61289	790133904	39919	1.362541e-05	48.656505	1.558919	1.010894	1.383853	790133904	122397	778158207	144738	-1.424301e-05	48.463983	0.832854	1.008719	0.918602
TCGA-FR-A729-06A-11D-A34U-08	SKCM	03Mar2014	03Mar2014	1034782445	320682	1026436149	236541	4.080997e-05	43.892338	1.344673	1.557216	1.444978	1026436149	298091	1034782445	259707	1.861696e-05	47.300913	1.157085	1.081993	1.119735	1172050930	262864	1155023842	114745	6.363997e-05	41.962700	2.257291	1.486758	1.582429	1034782445	67174	1026436149	109144	-2.036000e-05	46.912222	0.610523	0.886299	0.813423	1155023842	251116	1172050930	255372	-1.828508e-06	57.379032	0.997831	1.019044	1.006996	1172050930	183013	1155023842	249043	-2.836941e-05	45.471497	0.724232	0.930623	0.895736
TCGA-FR-A7U8-06A-21D-A34U-08	SKCM	03Mar2014	03Mar2014	1065496769	308544	1054778311	224387	3.968157e-05	44.014111	1.361116	1.600108	1.483966	1054778311	252947	1065496769	232204	9.780927e-06	50.096200	1.100376	1.068847	1.101131	1183734776	235218	1169791419	105551	5.508680e-05	42.589525	2.201989	1.388506	1.526960	1065496769	65253	1054778311	98240	-1.555669e-05	48.080829	0.657559	0.919923	0.849225	1169791419	222526	1183734776	233317	-4.584147e-06	53.387415	0.965124	1.007342	0.974477	1183734776	166566	1169791419	215946	-2.097787e-05	46.782385	0.762280	0.935423	0.919560
TCGA-FR-A7U9-06A-11D-A34U-08	SKCM	12Mar2014	12Mar2014	879392933	198140	873045978	136021	3.544041e-05	44.505012	1.446073	1.637143	1.519002	873045978	272288	879392933	225176	2.687605e-05	45.706346	1.217946	1.081308	1.135010	985283812	219739	972102055	88629	6.697164e-05	41.741090	2.445820	1.547270	1.792890	879392933	72070	873045978	101387	-1.672760e-05	47.765663	0.705734	0.913174	0.844592	972102055	72346	985283812	56881	7.900322e-06	51.023552	1.289109	1.047756	1.095467	985283812	161870	972102055	207378	-2.324499e-05	46.336706	0.770150	0.933564	0.908787
TCGA-FR-A7UA-06A-32D-A34U-08	SKCM	12Mar2014	12Mar2014	1003443720	234518	996548686	157631	3.843611e-05	44.152606	1.477431	1.679850	1.543724	996548686	278563	1003443720	227806	2.537217e-05	45.956423	1.231204	1.084635	1.137220	1151786222	261662	1141155166	106964	6.745621e-05	41.709781	2.423360	1.615440	1.809585	1003443720	82543	996548686	118261	-1.785727e-05	47.481848	0.693202	0.897583	0.844239	1141155166	82136	1151786222	65463	7.270978e-06	51.384072	1.266363	1.062970	1.107721	1151786222	187420	1141155166	242265	-2.391458e-05	46.213373	0.766513	0.916538	0.907282
TCGA-FR-A8YC-06A-11D-A372-08	SKCM	07May2014	15May2014	1088145037	282738	1084050962	181788	4.646377e-05	43.328856	1.549323	1.718838	1.649138	1084050962	345467	1088145037	315574	1.375746e-05	48.614617	1.098829	1.048589	1.079656	1244289768	211880	1237076057	109368	4.130738e-05	43.839723	1.925923	1.284897	1.416694	1088145037	69157	1084050962	95518	-1.213473e-05	49.159701	0.721314	0.951254	0.886147	1237076057	113481	1244289768	105683	3.142347e-06	55.027459	1.080041	1.015543	1.025473	1244289768	181931	1237076057	230072	-1.939779e-05	47.122478	0.786204	0.940977	0.929738
TCGA-FR-A8YD-06A-11D-A372-08	SKCM	07May2014	15May2014	968730743	231356	964824236	153788	4.010879e-05	43.967604	1.498197	1.602734	1.560589	964824236	218207	968730743	192278	1.340717e-05	48.726629	1.139415	1.056317	1.089987	1097162621	179512	1089021617	89814	4.102442e-05	43.869575	1.983717	1.315089	1.432969	968730743	58876	964824236	84003	-1.299427e-05	48.862480	0.698072	0.934388	0.879400	1089021617	100050	1097162621	96573	1.590299e-06	57.985211	1.043745	1.014717	1.021999	1097162621	156872	1089021617	203606	-2.137345e-05	46.701254	0.764785	0.938456	0.920155
TCGA-FR-A8YE-06A-11D-A372-08	SKCM	07May2014	15May2014	1135048272	261247	1130649408	178871	3.635083e-05	44.394856	1.454768	1.539514	1.502945	1130649408	258557	1135048272	227930	1.351479e-05	48.691907	1.138752	1.056443	1.091111	1301400707	207653	1292737253	107029	3.878429e-05	44.113442	1.927093	1.312582	1.428584	1135048272	67443	1130649408	97028	-1.305684e-05	48.841619	0.692412	0.927870	0.874255	1292737253	117550	1301400707	110664	2.654213e-06	55.760643	1.069337	0.996658	1.017723	1301400707	184713	1292737253	240458	-2.148531e-05	46.678583	0.763091	0.939067	0.921803
TCGA-FS-A1YW-06A-11D-A197-08	SKCM	26Jan2012	01Feb2012	1052117710	2677248	1050674865	229178	1.162593e-03	29.345725	11.638867	5.838263	10.614060	1050674865	349578	1052117710	217049	6.300826e-05	42.006025	1.612603	1.189742	1.261845	1128081994	132218	1123330677	59464	3.231207e-05	44.906352	2.213989	1.287513	1.315674	1052117710	105986	1050674865	67056	1.851195e-05	47.325478	1.578334	1.240375	1.236549	1123330677	58615	1128081994	51558	3.134323e-06	55.038562	1.141676	0.904536	1.028769	1128081994	133070	1123330677	120953	5.381347e-06	52.691090	1.095534	1.133847	1.009731
TCGA-FS-A1YX-06A-11D-A197-08	SKCM	13Jan2012	26Jan2012	792513270	2551719	794277229	181666	1.491046e-03	28.265090	14.035503	6.446629	13.864552	794277229	325160	792513270	179924	9.149903e-05	40.385835	1.802865	1.257115	1.388591	854319925	118229	849843626	61726	3.315235e-05	44.794856	1.905223	1.330903	1.344316	792513270	95705	794277229	62634	2.083936e-05	46.811156	1.531341	1.408554	1.255437	849843626	45760	854319925	49749	-2.340607e-06	56.306716	0.924666	0.934862	1.005499	854319925	111303	849843626	109356	1.142348e-06	59.422016	1.012470	1.286331	1.010776
TCGA-FS-A1YY-06A-11D-A197-08	SKCM	26Jan2012	01Feb2012	1049856143	855911	1040158039	172108	3.270154e-04	34.854318	4.923966	4.576651	4.264130	1040158039	247388	1049856143	193268	2.588910e-05	45.868830	1.291891	1.179868	1.136073	1086303629	108643	1079306269	58934	2.295203e-05	46.391788	1.831511	1.092891	1.247425	1049856143	49441	1040158039	50813	-6.564234e-07	61.828160	0.964013	0.954096	0.977052	1079306269	55663	1086303629	50150	2.545579e-06	55.942135	1.117120	0.967375	0.993313	1086303629	121252	1079306269	114418	3.155350e-06	55.009525	1.052896	0.938378	0.988410
TCGA-FS-A1Z0-06A-11D-A197-08	SKCM	26Jan2012	26Jan2012	880991765	8605938	917309115	394928	4.543242e-03	23.426341	22.479636		28.553901	917309115	708151	880991765	320067	2.156826e-04	36.661849	2.124045		1.769402	1071045945	208798	1055372707	90065	5.582923e-05	42.531384	2.284128		1.422697	880991765	198202	917309115	98642	5.535423e-05	42.568492	2.091891	1.809733	1.677390	1055372707	74250	1071045945	63540	5.036311e-06	52.978874	1.185896	0.521393	1.104175	1071045945	153099	1055372707	134893	8.560654e-06	50.674930	1.118341	2.255807	1.043802
TCGA-FS-A1Z3-06A-11D-A197-08	SKCM	26Jan2012	01Feb2012	944157186	494600	939868663	138750	1.888140e-04	37.239659	3.547159	3.008093	2.881732	939868663	249176	944157186	193239	2.968317e-05	45.274897	1.295276	1.129470	1.120748	991587090	89478	987852566	55555	1.713642e-05	47.660798	1.604500	1.203550	1.252693	944157186	43024	939868663	45568	-1.350236e-06	58.695902	0.939886	0.947283	0.970322	987852566	52457	991587090	46777	2.869355e-06	55.422157	1.125660	0.942184	1.016493	991587090	114493	987852566	108852	2.849475e-06	55.452352	1.047856	0.977363	1.003196
TCGA-FS-A1Z4-06A-11D-A197-08	SKCM	26Jan2012	26Jan2012	875036392	7532746	891338009	359346	4.043023e-03	23.932938	21.179185	8.394893	25.595590	891338009	637828	875036392	303367	1.892480e-04	37.229686	2.063283		1.739737	978695586	181317	948063037	73362	5.602193e-05	42.516420	2.393923		1.466568	875036392	182443	891338009	91720	5.135317e-05	42.894328	2.025973	1.797715	1.624341	948063037	68003	978695586	59481	4.422680e-06	53.543145	1.180200	0.156951	1.093211	978695586	130573	948063037	119816	5.582226e-06	52.531926	1.055663	7.322283	1.005228
TCGA-FS-A1Z7-06A-11D-A197-08	SKCM	27Jan2013	31Jan2013	993900509	134492	993453071	107493	1.358375e-05	48.669803	1.250573	1.270985	1.284025	993453071	184035	993900509	260192	-3.831225e-05	44.166624	0.707677	0.929432	0.905163	1120349770	96226	1112394643	63480	1.466521e-05	48.337118	1.505041	1.086574	1.122426	993900509	36081	993453071	38636	-1.285581e-06	58.909006	0.933452	0.998366	0.983504	1112394643	29357	1120349770	24957	1.970621e-06	57.053969	1.184711	1.013291	1.058289	1120349770	98045	1112394643	110558	-5.603790e-06	52.515181	0.880533	0.970379	0.968648
TCGA-FS-A1ZA-06A-11D-A197-08	SKCM	13Jan2012	26Jan2012	741196551	3538990	744693777	209231	2.235280e-03	26.506681	16.918075	7.917362	17.014238	744693777	389170	741196551	215411	1.168918e-04	39.322161	1.797738	1.778731	1.426846	784882789	114339	778711454	57107	3.659883e-05	44.365328	1.986302	0.800734	1.454871	741196551	107676	744693777	67104	2.730163e-05	45.638114	1.612096	1.320882	1.342997	778711454	41080	784882789	44539	-2.212090e-06	56.551973	0.929651	0.882557	1.004587	784882789	100327	778711454	100069	1.649833e-07	67.825600	0.994696	1.079114	0.999406
TCGA-FS-A1ZB-06A-12D-A197-08	SKCM	26Jan2012	26Jan2012	982653815	13570028	1017271449	720916	6.379212e-03	21.952330	19.234623		24.920539	1017271449	841305	982653815	597767	1.216860e-04	39.147594	1.359222		1.580568	1137489353	319988	1127340087	134860	8.172396e-05	40.876506	2.351191		1.596328	982653815	195380	1017271449	95577	4.989611e-05	43.019333	2.116009	1.327525	1.620228	1127340087	86665	1137489353	68623	7.965617e-06	50.987806	1.274264	0.871183	1.210394	1137489353	154322	1127340087	147346	3.079733e-06	55.114869	1.037994	1.061273	0.985407
TCGA-FS-A1ZC-06A-11D-A197-08	SKCM	26Jan2012	06Feb2012	1088033834	7343610	1105088270	372345	3.167550e-03	24.992765	19.904146	21.677007	21.493006	1105088270	674555	1088033834	341840	1.516381e-04	38.191917	1.942278	1.291691	1.543661	1189915333	204341	1179584713	94774	4.623472e-05	43.350318	2.137173		1.433852	1088033834	164209	1105088270	86102	3.561046e-05	44.484224	1.936897	1.824407	1.391422	1179584713	73870	1189915333	54554	8.151489e-06	50.887631	1.365907	0.265436	1.080322	1189915333	171685	1179584713	142899	1.214694e-05	49.155331	1.190985	5.094779	1.022617
TCGA-FS-A1ZD-06A-11D-A197-08	SKCM	26Jan2012	01Feb2012	1010742757	7719907	1028611715	396616	3.576750e-03	24.465115	19.665981		21.760361	1028611715	876365	1010742757	352246	2.568477e-04	35.903244	2.443485	0.444131	1.867000	1158297807	203534	1146753086	82151	5.265305e-05	42.785765	2.452611		1.550284	1010742757	177910	1028611715	95000	4.064958e-05	43.909439	1.905686	1.881572	1.457301	1146753086	61197	1158297807	51392	4.253494e-06	53.712541	1.202766	0.202467	1.056746	1158297807	160280	1146753086	127106	1.439008e-05	48.419368	1.248392	6.612254	1.056297
TCGA-FS-A1ZE-06A-11D-A197-08	SKCM	26Jan2012	01Feb2012	1126653893	2040457	1120801644	220143	8.091305e-04	30.919814	9.205773	6.243714	8.373521	1120801644	378229	1126653893	234574	6.390153e-05	41.944888	1.620618	1.254458	1.274763	1191970586	145040	1186472854	66195	3.314689e-05	44.795572	2.180852	1.169566	1.322684	1126653893	57177	1120801644	57593	-1.850888e-07	67.326200	0.987621	0.939946	0.993551	1186472854	62248	1191970586	55019	3.039233e-06	55.172360	1.136626	0.929935	1.020293	1191970586	144275	1186472854	127651	6.988646e-06	51.556069	1.125002	0.933824	1.016492
TCGA-FS-A1ZF-06A-12D-A197-08	SKCM	26Jan2012	01Feb2012	1219855547	5409972	1228674367	259512	2.098631e-03	26.780638	20.909126	18.732806	17.324687	1228674367	519403	1219855547	252861	1.088236e-04	39.632767	2.038922	4.306978	1.385337	1391077934	152776	1379493044	89333	2.289689e-05	46.402235	1.695867	0.167703	1.310942	1219855547	155652	1228674367	78292	3.159145e-05	45.004304	2.002341	1.243892	1.382308	1379493044	72105	1391077934	61816	3.713495e-06	54.302171	1.176232	1.829817	1.050830	1391077934	167677	1379493044	152922	5.325001e-06	52.736803	1.087345	0.521399	1.014934
TCGA-FS-A1ZG-06A-11D-A197-08	SKCM	26Jan2012	06Feb2012	655031704	9175726	702119342	497827	6.348949e-03	21.972982	19.497414		24.882738	702119342	678878	655031704	336586	2.520251e-04	35.985563	1.880834		1.721399	844516215	206276	828726929	106238	5.977572e-05	42.234752	1.905118		1.546072	655031704	245935	702119342	109162	1.007531e-04	39.967414	2.414360	1.634911	2.021067	828726929	57450	844516215	39037	1.100374e-05	49.584595	1.499685	1.038398	1.202920	844516215	137457	828726929	107278	1.803359e-05	47.439177	1.257318	1.034384	1.054472
TCGA-FS-A1ZH-06A-11D-A197-08	SKCM	26Jan2012	06Feb2012	1244016613	4872586	1244561758	297856	1.834479e-03	27.364872	16.306082	20.898527	15.292203	1244561758	594135	1244016613	278951	1.266078e-04	38.975395	2.128419	5.020359	1.452007	1342598003	171630	1334320544	94464	2.882356e-05	45.402523	1.805578	0.160298	1.375221	1244016613	89868	1244561758	66873	9.239633e-06	50.343453	1.344425	1.031431	1.057679	1334320544	79495	1342598003	60079	7.252738e-06	51.394980	1.331363	2.419712	1.057311	1342598003	188678	1334320544	153989	1.295690e-05	48.874990	1.217685	0.418777	1.019141
TCGA-FS-A1ZJ-06A-12D-A197-08	SKCM	26Jan2012	26Jan2012	1042511451	7540329	1065162623	343932	3.401654e-03	24.683099	22.246573	32.955240	22.261876	1065162623	604383	1042511451	304616	1.421651e-04	38.472069	1.941355	0.922463	1.511436	1203324039	192870	1191012236	91837	4.219165e-05	43.747735	2.078474		1.442709	1042511451	183163	1065162623	96166	4.127084e-05	43.843567	1.945872	1.951034	1.523097	1191012236	82563	1203324039	72091	4.373372e-06	53.591836	1.157089	0.196451	1.084137	1203324039	162930	1191012236	150718	5.099702e-06	52.924552	1.069956	6.887438	1.029305
TCGA-FS-A1ZK-06A-11D-A197-08	SKCM	26Jan2012	01Feb2012	1045926809	6234920	1063160421	301749	2.804455e-03	25.521516	20.884524	5.395336	19.327407	1063160421	655500	1045926809	308408	1.644946e-04	37.838484	2.090306	0.735889	1.518004	1174914346	150036	1165210417	80518	2.970404e-05	45.271845	1.847886		1.435588	1045926809	160773	1063160421	81664	3.750433e-05	44.259186	2.000998	1.665172	1.467731	1165210417	61930	1174914346	53605	3.557327e-06	54.488762	1.164915	0.457788	1.070333	1174914346	151850	1165210417	130005	9.333848e-06	50.299393	1.158364	2.622775	1.042508
TCGA-FS-A1ZM-06A-12D-A197-08	SKCM	26Jan2012	06Feb2012	1072480030	10556880	1116786918	526104	4.558719e-03	23.411572	20.701203		26.005052	1116786918	797425	1072480030	392570	1.848267e-04	37.332352	1.950027		1.631954	1272409481	237175	1251428829	125298	4.432175e-05	43.533831	1.861515		1.387924	1072480030	276839	1116786918	124971	6.935661e-05	41.589121	2.306405	1.668181	1.743082	1251428829	80892	1272409481	57404	9.305950e-06	50.312393	1.432767	0.543405	1.111992	1272409481	191356	1251428829	150399	1.622586e-05	47.897922	1.251305	2.008982	1.050956
TCGA-FS-A1ZP-06A-11D-A197-08	SKCM	26Jan2012	06Feb2012	999562931	11365863	1047076672	563205	5.247655e-03	22.800347	20.913531		25.247814	1047076672	882139	999562931	418532	2.263772e-04	36.451673	2.011204		1.641897	1216207453	240148	1198638197	122184	4.884217e-05	43.112050	1.936884		1.512009	999562931	361982	1047076672	146774	1.051257e-04	39.782909	2.582913	1.370797	1.982944	1198638197	79368	1216207453	54292	1.038353e-05	49.836552	1.483269	0.837089	1.111312	1216207453	191955	1198638197	149804	1.745248e-05	47.581430	1.262822	0.992618	1.083645
